ORG_LEVEL,CITY,AREA,DISTRICT,SECTOR,SAFETY,TRUST,START_DATE,END_DATE
Other,chicago,area_3,20,2020,69.49,60.25,04/01/2018,04/30/2018
Other,chicago,CENTRAL,,,64.27,59.81,02/18/2018,02/24/2018
Other,chicago,area_1,9,930,52.01,61.16,10/01/2019,10/31/2019
Other,chicago,area_2,6,620,54.05,49.87,01/01/2020,01/31/2020
Other,chicago,area_3,19,1930,73.92,64.97,11/01/2017,11/30/2017
Other,chicago,area_5,25,2510,67.15,60.16,05/01/2019,05/31/2019
Other,chicago,area_5,14,1420,65.94,61.35,01/01/2018,01/31/2018
Other,chicago,area_3,1,,66.58,71.88,12/01/2018,12/31/2018
Other,chicago,area_3,20,2010,70.12,69.83,09/01/2019,09/30/2019
Other,chicago,area_1,8,,56.23,59.45,06/01/2019,06/30/2019
Other,chicago,area_1,3,330,57.91,55.51,02/01/2018,02/28/2018
Other,chicago,area_3,19,,68.66,68.6,09/01/2018,09/30/2018
Other,chicago,SOUTH,,,56.75,59.77,11/12/2017,11/18/2017
Other,chicago,area_4,11,1110,39.77,39.72,09/01/2018,09/30/2018
Other,chicago,area_5,17,1720,52.97,68.38,09/01/2020,09/30/2020
Other,chicago,area_5,25,,58.89,62.02,08/01/2018,08/31/2018
Other,chicago,area_3,18,1820,66.12,74.69,05/01/2019,05/31/2019
Other,chicago,area_3,20,2020,69.59,69.45,09/01/2019,09/30/2019
Other,chicago,area_5,14,1410,53.32,66.34,02/01/2020,02/29/2020
Other,chicago,area_1,9,910,52.15,58.97,09/01/2020,09/30/2020
Other,chicago,area_2,6,630,40.15,51.35,08/01/2019,08/31/2019
Other,chicago,area_5,16,1610,72.83,72.52,01/01/2018,01/31/2018
Other,chicago,,,,62.21,57.09,04/01/2018,04/30/2018
Other,chicago,area_5,16,1620,69.44,76.35,03/01/2020,03/31/2020
Other,chicago,area_3,1,130,71.26,70.36,06/01/2019,06/30/2019
Other,chicago,,,,62.69,55.62,05/13/2018,05/19/2018
Other,chicago,,,,62.69,55.62,05/13/2018,05/19/2018
Other,chicago,area_1,2,210,53.36,71.66,06/01/2020,06/30/2020
Other,chicago,area_5,14,1420,66.23,64.36,12/01/2018,12/31/2018
Other,chicago,area_3,18,1830,51.52,73.74,01/01/2021,01/31/2021
Other,chicago,area_4,15,1520,46.17,48.78,09/01/2019,09/30/2019
Other,chicago,area_5,14,1430,68.01,64.57,07/01/2018,07/31/2018
Other,chicago,area_5,14,,63.35,64.38,11/01/2017,11/30/2017
Other,chicago,area_5,14,1410,66.09,59.08,10/01/2018,10/31/2018
Other,chicago,area_3,19,1910,64.35,59.83,04/01/2018,04/30/2018
Other,chicago,area_1,3,330,49.73,52.71,04/01/2020,04/30/2020
Other,chicago,area_3,20,,69.31,65.47,04/01/2019,04/30/2019
Other,chicago,area_1,8,820,61.92,65.72,01/01/2020,01/31/2020
Other,chicago,area_4,15,,48.6,52.93,01/01/2020,01/31/2020
Other,chicago,area_4,15,,40.65,54.2,01/01/2021,01/31/2021
Other,chicago,area_3,18,1810,58.17,76.43,09/01/2020,09/30/2020
Other,chicago,area_2,4,410,55.13,51.57,11/01/2017,11/30/2017
Other,chicago,area_1,7,710,46.62,49.88,07/01/2020,07/31/2020
Other,chicago,area_5,25,2550,51.06,59.26,11/01/2017,11/30/2017
Other,chicago,area_5,25,2530,57.44,56.43,02/01/2018,02/28/2018
Other,chicago,area_4,11,1120,61.94,59.86,11/01/2017,11/30/2017
Other,chicago,CENTRAL,,,59.18,59.45,11/05/2017,11/11/2017
Other,chicago,area_4,15,1510,43.45,58.78,02/01/2020,02/29/2020
Other,chicago,area_3,12,1210,47.46,58.89,03/01/2021,03/31/2021
Other,chicago,area_3,12,,56,58.75,08/01/2019,08/31/2019
Other,chicago,area_5,17,1710,57.65,70.66,10/01/2020,10/31/2020
Other,chicago,area_2,22,2220,56.9,55.29,01/01/2020,01/31/2020
Other,chicago,area_1,2,230,65.21,61.49,11/01/2020,11/30/2020
Other,chicago,area_3,12,,57.77,64.86,01/01/2020,01/31/2020
Other,chicago,area_3,19,,63.86,70.6,03/01/2020,03/31/2020
Other,chicago,area_3,19,,62.37,65.89,12/01/2020,12/31/2020
Other,chicago,area_3,18,1820,60.24,77.62,02/01/2020,02/29/2020
Other,chicago,area_2,6,630,52.46,47.46,01/01/2019,01/31/2019
Other,chicago,area_3,12,1220,62.51,57.56,02/01/2019,02/28/2019
Other,chicago,area_3,18,1820,67.07,64.11,01/01/2018,01/31/2018
Other,chicago,area_2,4,410,54.09,54.62,03/01/2019,03/31/2019
Other,chicago,area_5,16,1610,78.32,74.44,07/01/2019,07/31/2019
Other,chicago,area_3,24,,67.18,66.68,08/01/2018,08/31/2018
Other,chicago,area_1,8,,58.22,61.28,03/01/2019,03/31/2019
Other,chicago,area_3,,,59.96,68.4,02/01/2020,02/29/2020
Other,chicago,area_4,10,1020,51.58,39.51,03/01/2019,03/31/2019
Other,chicago,area_2,22,,53.92,59.94,01/01/2021,01/31/2021
Other,chicago,area_1,8,,62.58,59.23,01/01/2018,01/31/2018
Other,chicago,area_4,11,1130,51.08,56.52,01/01/2020,01/31/2020
Other,chicago,area_3,12,,56.21,68.98,07/01/2020,07/31/2020
Other,chicago,area_4,15,1510,52.77,45.47,04/01/2019,04/30/2019
Other,chicago,area_1,,,61.46,53.42,05/01/2018,05/31/2018
Other,chicago,area_5,25,2510,57.99,53.83,11/01/2017,11/30/2017
Other,chicago,area_5,16,1650,63.26,66.05,11/01/2017,11/30/2017
Other,chicago,area_2,5,,61.27,62.24,05/01/2020,05/31/2020
Other,chicago,area_3,19,,68.19,71.59,06/01/2019,06/30/2019
Other,chicago,area_1,2,210,62.64,54.89,03/01/2018,03/31/2018
Other,chicago,area_2,22,2220,58.87,55.25,02/01/2019,02/28/2019
Other,chicago,area_1,7,720,51.67,51.53,11/01/2020,11/30/2020
Other,chicago,area_5,25,2510,67.3,72.26,03/01/2020,03/31/2020
Other,chicago,area_5,16,1620,63.34,82.56,11/01/2020,11/30/2020
Other,chicago,area_5,17,1720,61.3,58.6,11/01/2017,11/30/2017
Other,chicago,area_5,25,2510,56.48,73.56,02/01/2021,02/28/2021
Other,chicago,area_1,7,710,51.87,41.68,07/01/2019,07/31/2019
Other,chicago,area_1,7,,50.19,42.11,02/01/2019,02/28/2019
Other,chicago,area_3,12,,63.82,60.18,02/01/2018,02/28/2018
Other,chicago,area_5,25,,62.74,67.75,03/01/2020,03/31/2020
Other,chicago,area_3,20,2010,69.28,70.9,08/01/2019,08/31/2019
Other,chicago,area_1,9,,47.69,53.91,12/01/2018,12/31/2018
Other,chicago,area_1,3,,49.65,46.96,03/01/2019,03/31/2019
Other,chicago,area_2,4,,51.65,53.17,02/01/2019,02/28/2019
Other,chicago,area_1,7,,50.99,36.64,11/01/2018,11/30/2018
Other,chicago,area_5,25,2550,53.93,63.65,12/01/2020,12/31/2020
Other,chicago,NORTH,,,66.03,61.9,12/17/2017,12/23/2017
Other,chicago,area_5,14,1420,66.68,57.42,02/01/2018,02/28/2018
Other,chicago,area_1,7,,51.91,46.16,10/01/2018,10/31/2018
Other,chicago,area_1,3,320,45.38,44.91,07/01/2019,07/31/2019
Other,chicago,area_2,6,,52.95,46.27,08/01/2020,08/31/2020
Other,chicago,area_4,11,1110,42.19,40.36,02/01/2021,02/28/2021
Other,chicago,area_2,22,2220,54.77,54.08,11/01/2019,11/30/2019
Other,chicago,area_3,19,1920,62.25,65.56,12/01/2020,12/31/2020
Other,chicago,area_1,8,810,59.78,55.01,11/01/2017,11/30/2017
Other,chicago,area_3,1,130,67.44,62.75,06/01/2018,06/30/2018
Other,chicago,area_3,20,,68.96,66.75,07/01/2019,07/31/2019
Other,chicago,area_1,9,920,53.75,71.88,08/01/2020,08/31/2020
Other,chicago,area_3,1,110,62.54,73.66,03/01/2020,03/31/2020
Other,chicago,area_1,2,230,59.34,54.29,11/01/2019,11/30/2019
Other,chicago,area_2,4,410,58.23,60.39,04/01/2020,04/30/2020
Other,chicago,area_1,3,,54.21,49.41,01/01/2020,01/31/2020
Other,chicago,area_4,10,1020,52.13,60.03,09/01/2020,09/30/2020
Other,chicago,area_1,7,710,61.35,49.54,03/01/2019,03/31/2019
Other,chicago,area_1,2,,63.27,53.03,02/01/2018,02/28/2018
Other,chicago,area_5,14,,67.01,64.29,07/01/2018,07/31/2018
Other,chicago,area_5,17,1720,70.8,62.44,04/01/2019,04/30/2019
Other,chicago,area_4,11,1110,44.45,37.01,12/01/2020,12/31/2020
Other,chicago,area_2,22,2210,68.11,78.78,12/01/2019,12/31/2019
Other,chicago,area_3,19,1930,66.5,68.77,02/01/2020,02/29/2020
Other,chicago,area_5,25,2540,56.62,68.13,03/01/2020,03/31/2020
Other,chicago,area_5,,,66.92,66.01,05/01/2019,05/31/2019
Other,chicago,area_3,24,,55.72,62.63,11/01/2020,11/30/2020
Other,chicago,area_1,7,,41.12,51.02,12/01/2020,12/31/2020
Other,chicago,area_4,11,,47.61,40.86,04/01/2019,04/30/2019
Other,chicago,area_5,17,1720,61.4,71.42,01/01/2020,01/31/2020
Other,chicago,area_3,18,1830,55.68,67.7,09/01/2019,09/30/2019
Other,chicago,area_3,20,2010,62.98,67.68,10/01/2019,10/31/2019
Other,chicago,area_2,22,2220,51.98,61.25,11/01/2017,11/30/2017
Other,chicago,area_3,19,,63.1,67.42,01/01/2020,01/31/2020
Other,chicago,area_1,,,53.8,53.55,10/01/2018,10/31/2018
Other,chicago,area_3,18,,48.74,68.32,02/01/2021,02/28/2021
Other,chicago,area_1,8,830,57.73,63.56,11/01/2017,11/30/2017
Other,chicago,area_3,12,,65.43,62.02,03/01/2018,03/31/2018
Other,chicago,area_1,2,230,46.79,48.49,03/01/2021,03/31/2021
Other,chicago,area_1,7,710,40,52.51,12/01/2020,12/31/2020
Other,chicago,area_5,14,1420,63.09,63.4,11/01/2018,11/30/2018
Other,chicago,area_3,12,,54.22,63.87,10/01/2020,10/31/2020
Other,chicago,area_4,10,,52.84,46.57,04/01/2019,04/30/2019
Other,chicago,area_2,4,420,54.11,57.52,12/01/2020,12/31/2020
Other,chicago,area_1,,,53.35,59.5,11/01/2020,11/30/2020
Other,chicago,area_4,11,1130,55.06,66.95,02/01/2020,02/29/2020
Other,chicago,area_5,16,1630,64.1,66.63,06/01/2019,06/30/2019
Other,chicago,area_1,7,720,53.85,51.19,10/01/2020,10/31/2020
Other,chicago,area_5,25,2550,53.42,63.26,03/01/2021,03/31/2021
Other,chicago,,,,59.41,60.33,10/28/2018,11/03/2018
Other,chicago,,,,59.41,60.33,10/28/2018,11/03/2018
Other,chicago,area_5,17,,67.89,67.35,09/01/2018,09/30/2018
Other,chicago,area_1,3,,54.58,51.4,11/01/2019,11/30/2019
Other,chicago,area_1,,,54.93,55.54,09/01/2019,09/30/2019
Other,chicago,area_1,8,820,45.43,53.58,08/01/2019,08/31/2019
Other,chicago,area_2,4,410,57.37,56.15,05/01/2019,05/31/2019
Other,chicago,area_5,16,1650,70.97,74.05,05/01/2020,05/31/2020
Other,chicago,area_2,22,2220,63.52,58.33,03/01/2019,03/31/2019
Other,chicago,area_2,6,,60.8,56.27,05/01/2018,05/31/2018
Other,chicago,area_2,22,,61.86,62.13,05/01/2019,05/31/2019
Other,chicago,area_3,12,1220,55.59,49.62,12/01/2018,12/31/2018
Other,chicago,area_4,10,1030,48.72,64.76,06/01/2020,06/30/2020
Other,chicago,area_3,18,,65.03,73.56,12/01/2019,12/31/2019
Other,chicago,area_3,20,2010,68.05,75.34,06/01/2020,06/30/2020
Other,chicago,area_1,9,920,51.99,55.61,07/01/2019,07/31/2019
Other,chicago,area_4,11,1120,51.3,47.48,01/01/2019,01/31/2019
Other,chicago,area_3,19,1920,66.39,63.92,01/01/2019,01/31/2019
Other,chicago,area_1,8,,58.26,61.75,08/01/2018,08/31/2018
Other,chicago,area_1,9,930,53.33,66.65,01/01/2021,01/31/2021
Other,chicago,area_3,24,,61.9,64.67,02/01/2019,02/28/2019
Other,chicago,,,,57.97,59.3,11/12/2017,11/18/2017
Other,chicago,,,,57.97,59.3,11/12/2017,11/18/2017
Other,chicago,SOUTH,,,56.05,48.76,11/11/2018,11/17/2018
Other,chicago,area_1,9,920,50.52,69.31,06/01/2020,06/30/2020
Other,chicago,area_5,25,,55.01,67.1,10/01/2020,10/31/2020
Other,chicago,area_1,9,,59.58,61.39,07/01/2018,07/31/2018
Other,chicago,area_3,24,2430,65.94,59.59,08/01/2020,08/31/2020
Other,chicago,area_3,20,2010,72.73,69.51,12/01/2018,12/31/2018
Other,chicago,,,,61.95,62.44,03/03/2019,03/09/2019
Other,chicago,,,,61.95,62.44,03/03/2019,03/09/2019
Other,chicago,area_1,3,330,47.66,49.57,12/01/2020,12/31/2020
Other,chicago,area_3,1,120,60.61,76.35,06/01/2020,06/30/2020
Other,chicago,area_1,7,710,48.69,44.3,04/01/2019,04/30/2019
Other,chicago,area_4,15,,55.36,52.3,08/01/2018,08/31/2018
Other,chicago,,,,63.53,57.7,02/11/2018,02/17/2018
Other,chicago,,,,63.53,57.7,02/11/2018,02/17/2018
Other,chicago,area_5,,,66.62,60.74,03/01/2018,03/31/2018
Other,chicago,SOUTH,,,57.51,55.02,02/18/2018,02/24/2018
Other,chicago,area_1,8,,58.62,63.73,10/01/2018,10/31/2018
Other,chicago,area_4,11,1130,34,48.45,10/01/2020,10/31/2020
Other,chicago,area_2,,,54.79,54.04,08/01/2018,08/31/2018
Other,chicago,area_5,17,1730,68.15,62.66,02/01/2018,02/28/2018
Other,chicago,area_3,12,,48.23,54.72,03/01/2021,03/31/2021
Other,chicago,area_2,22,2220,65.78,59.9,12/01/2017,12/31/2017
Other,chicago,area_5,25,2540,61.96,65.45,07/01/2018,07/31/2018
Other,chicago,area_1,2,220,53.88,64.38,01/01/2021,01/31/2021
Other,chicago,area_2,22,,56.09,60.68,11/01/2017,11/30/2017
Other,chicago,area_3,19,,70.23,66.56,12/01/2018,12/31/2018
Other,chicago,area_1,7,720,54.84,51.61,07/01/2018,07/31/2018
Other,chicago,area_2,5,520,54.6,65.26,06/01/2020,06/30/2020
Other,chicago,area_1,3,330,46.52,48.08,06/01/2019,06/30/2019
Other,chicago,area_3,,,66.65,66.77,12/01/2018,12/31/2018
Other,chicago,,,,57.89,59.52,08/19/2018,08/25/2018
Other,chicago,,,,57.89,59.52,08/19/2018,08/25/2018
Other,chicago,SOUTH,,,59.5,60.94,11/26/2017,12/02/2017
Other,chicago,area_2,4,,54.14,53.23,04/01/2019,04/30/2019
Other,chicago,area_1,2,,60.35,48.07,09/01/2020,09/30/2020
Other,chicago,area_2,,,56.42,57.07,10/01/2019,10/31/2019
Other,chicago,area_3,19,1920,64.46,66.32,01/01/2021,01/31/2021
Other,chicago,area_5,14,,58.87,62.75,10/01/2020,10/31/2020
Other,chicago,area_3,12,1230,61.95,69.7,06/01/2020,06/30/2020
Other,chicago,area_3,20,2010,71.14,71.26,11/01/2018,11/30/2018
Other,chicago,area_2,6,610,52.58,45.32,08/01/2020,08/31/2020
Other,chicago,area_2,22,2230,60.6,60.1,04/01/2019,04/30/2019
Other,chicago,area_5,16,1620,67.32,78.84,09/01/2020,09/30/2020
Other,chicago,area_3,18,1810,67.46,75.33,09/01/2019,09/30/2019
Other,chicago,area_1,3,330,59.88,51.07,07/01/2018,07/31/2018
Other,chicago,area_1,3,310,61.87,53.61,06/01/2018,06/30/2018
Other,chicago,area_1,3,,59.01,54.11,02/01/2018,02/28/2018
Other,chicago,area_3,12,1210,66.08,57.98,06/01/2018,06/30/2018
Other,chicago,area_1,7,730,50.64,38.62,02/01/2019,02/28/2019
Other,chicago,,,,64.58,55.64,05/27/2018,06/02/2018
Other,chicago,,,,64.58,55.64,05/27/2018,06/02/2018
Other,chicago,area_5,25,2550,47.35,62.63,02/01/2021,02/28/2021
Other,chicago,NORTH,,,58.82,59.31,11/19/2017,11/25/2017
Other,chicago,area_1,,,53.91,53.43,09/01/2018,09/30/2018
Other,chicago,area_2,,,58.84,57.29,07/01/2018,07/31/2018
Other,chicago,area_2,5,530,55.89,35.98,09/01/2018,09/30/2018
Other,chicago,area_1,9,910,62.48,58.92,06/01/2018,06/30/2018
Other,chicago,area_3,18,1830,71.66,69.29,01/01/2018,01/31/2018
Other,chicago,area_1,9,930,54.31,52.7,06/01/2019,06/30/2019
Other,chicago,area_5,17,,67.32,58.44,05/01/2018,05/31/2018
Other,chicago,area_3,24,2430,67.33,66.36,08/01/2018,08/31/2018
Other,chicago,area_5,16,1630,62.26,79.78,08/01/2020,08/31/2020
Other,chicago,area_3,19,1930,61.12,70.69,08/01/2020,08/31/2020
Other,chicago,area_2,5,,53.58,58.04,01/01/2020,01/31/2020
Other,chicago,area_3,19,1930,62.95,66.65,10/01/2020,10/31/2020
Other,chicago,area_5,14,1410,60.74,57.05,07/01/2019,07/31/2019
Other,chicago,area_3,18,1810,63.3,72.86,11/01/2019,11/30/2019
Other,chicago,area_1,9,,52.47,60.53,11/01/2019,11/30/2019
Other,chicago,area_5,17,1720,58.59,61.5,12/01/2018,12/31/2018
Other,chicago,area_1,8,820,47.11,60.57,03/01/2021,03/31/2021
Other,chicago,area_4,11,1130,53.64,55.1,11/01/2019,11/30/2019
Other,chicago,area_1,8,830,52.05,67.42,11/01/2020,11/30/2020
Other,chicago,area_1,,,45.81,56.11,03/01/2021,03/31/2021
Other,chicago,area_3,18,1820,72.52,71.36,06/01/2019,06/30/2019
Other,chicago,,,,64.4,58.65,04/07/2019,04/13/2019
Other,chicago,area_4,15,,61.19,58.72,12/01/2017,12/31/2017
Other,chicago,area_3,12,1210,43.72,52.93,02/01/2021,02/28/2021
Other,chicago,area_4,11,,45.48,55.31,09/01/2020,09/30/2020
Other,chicago,area_2,22,2220,57.94,55.09,07/01/2019,07/31/2019
Other,chicago,area_1,9,,54.7,56.87,03/01/2019,03/31/2019
Other,chicago,area_2,6,610,57.4,51.02,05/01/2020,05/31/2020
Other,chicago,area_2,4,420,66.37,65.44,04/01/2020,04/30/2020
Other,chicago,area_2,4,410,45.59,50.51,06/01/2020,06/30/2020
Other,chicago,area_4,10,1020,51.07,48.88,06/01/2019,06/30/2019
Other,chicago,area_2,5,520,51.99,51.68,01/01/2018,01/31/2018
Other,chicago,area_1,9,,50.58,63.45,10/01/2020,10/31/2020
Other,chicago,,,,57.05,63.92,02/01/2020,02/29/2020
Other,chicago,area_1,8,830,59.4,72.52,02/01/2020,02/29/2020
Other,chicago,area_5,25,2510,59.62,63.68,01/01/2020,01/31/2020
Other,chicago,area_1,3,330,60.18,54.69,04/01/2018,04/30/2018
Other,chicago,area_1,7,730,56.6,54.62,11/01/2019,11/30/2019
Other,chicago,area_3,12,1220,55.85,58.61,06/01/2019,06/30/2019
Other,chicago,area_1,9,,55.26,61.08,09/01/2019,09/30/2019
Other,chicago,area_2,6,,52.44,51.96,01/01/2020,01/31/2020
Other,chicago,area_4,10,1030,52.19,55.93,01/01/2021,01/31/2021
Other,chicago,area_3,20,2010,67.41,73.97,04/01/2020,04/30/2020
Other,chicago,area_1,3,310,49.82,50.93,07/01/2020,07/31/2020
Other,chicago,area_3,19,1910,63.44,57.94,11/01/2017,11/30/2017
Other,chicago,area_4,10,1020,63.19,60.74,02/01/2018,02/28/2018
Other,chicago,area_4,15,1520,56.02,55.16,01/01/2018,01/31/2018
Other,chicago,area_3,24,,67.18,65.64,04/01/2019,04/30/2019
Other,chicago,area_4,15,1530,38.08,55,03/01/2021,03/31/2021
Other,chicago,area_3,12,1230,54.51,63.44,11/01/2019,11/30/2019
Other,chicago,area_1,8,830,60.18,72.3,03/01/2020,03/31/2020
Other,chicago,area_3,19,1930,74.36,62.53,05/01/2018,05/31/2018
Other,chicago,area_3,12,,57.09,54.14,12/01/2020,12/31/2020
Other,chicago,area_1,7,710,45.65,47.6,01/01/2020,01/31/2020
Other,chicago,area_2,5,530,38.89,37.8,06/01/2019,06/30/2019
Other,chicago,area_2,5,,52.73,57.38,04/01/2020,04/30/2020
Other,chicago,area_1,2,210,48.72,54.14,02/01/2021,02/28/2021
Other,chicago,NORTH,,,69.79,68.97,07/15/2018,07/21/2018
Other,chicago,CENTRAL,,,64.22,63.73,04/21/2019,04/27/2019
Other,chicago,area_2,22,2220,53.61,58.83,08/01/2020,08/31/2020
Other,chicago,area_2,,,52.03,49.85,06/01/2019,06/30/2019
Other,chicago,area_3,24,,65.96,67.36,12/01/2017,12/31/2017
Other,chicago,area_3,20,2030,59.61,59.05,08/01/2019,08/31/2019
Other,chicago,area_3,1,,52.45,70.06,09/01/2020,09/30/2020
Other,chicago,area_2,22,2210,70.97,72.42,03/01/2019,03/31/2019
Other,chicago,NORTH,,,63.88,60.84,09/02/2018,09/08/2018
Other,chicago,area_5,25,2550,54.56,59.14,02/01/2020,02/29/2020
Other,chicago,area_1,2,210,65.36,56.04,04/01/2019,04/30/2019
Other,chicago,area_3,18,1820,69.6,58.7,05/01/2018,05/31/2018
Other,chicago,area_3,1,130,68.04,70.77,03/01/2019,03/31/2019
Other,chicago,CENTRAL,,,65.1,58.66,06/10/2018,06/16/2018
Other,chicago,area_5,25,2520,59.27,54.63,04/01/2018,04/30/2018
Other,chicago,area_3,12,1230,54.84,56.31,11/01/2017,11/30/2017
Other,chicago,area_1,,,45.12,54.12,02/01/2021,02/28/2021
Other,chicago,area_5,,,66.78,63.68,01/01/2018,01/31/2018
Other,chicago,CENTRAL,,,63.48,59.41,03/31/2019,04/06/2019
Other,chicago,NORTH,,,63.2,58.92,12/03/2017,12/09/2017
Other,chicago,area_1,9,930,55.6,62.15,07/01/2018,07/31/2018
Other,chicago,area_5,25,2530,56.37,74.83,07/01/2020,07/31/2020
Other,chicago,area_3,18,1810,66.91,69.85,12/01/2020,12/31/2020
Other,chicago,area_2,4,,56.34,58.1,02/01/2020,02/29/2020
Other,chicago,area_5,17,,64.26,65.21,12/01/2018,12/31/2018
Other,chicago,area_2,5,520,53.36,50.35,06/01/2019,06/30/2019
Other,chicago,area_2,6,,52.99,58.29,03/01/2020,03/31/2020
Other,chicago,area_3,19,1930,72.14,61.76,03/01/2018,03/31/2018
Other,chicago,SOUTH,,,53.19,48.07,09/02/2018,09/08/2018
Other,chicago,area_3,19,1920,70.52,66.82,01/01/2018,01/31/2018
Other,chicago,area_2,4,,51.85,57.9,01/01/2020,01/31/2020
Other,chicago,area_1,7,,51.88,43.83,07/01/2019,07/31/2019
Other,chicago,area_1,2,230,56.21,55.95,04/01/2019,04/30/2019
Other,chicago,area_1,8,820,43.31,66.7,12/01/2020,12/31/2020
Other,chicago,area_2,5,,51.08,51.38,08/01/2019,08/31/2019
Other,chicago,area_1,8,830,56.22,62.96,01/01/2020,01/31/2020
Other,chicago,area_3,19,1910,64.41,68.04,02/01/2020,02/29/2020
Other,chicago,area_5,17,,64.3,61.34,12/01/2017,12/31/2017
Other,chicago,area_3,18,1830,62.67,78.4,05/01/2020,05/31/2020
Other,chicago,area_1,8,820,57.46,64.09,04/01/2020,04/30/2020
Other,chicago,area_5,17,1710,65.6,72.65,11/01/2020,11/30/2020
Other,chicago,area_3,12,1210,53.25,68.19,08/01/2020,08/31/2020
Other,chicago,area_2,22,,65.02,62.37,04/01/2018,04/30/2018
Other,chicago,area_4,10,1010,48.18,59.51,03/01/2020,03/31/2020
Other,chicago,area_4,,,40.8,53.92,07/01/2020,07/31/2020
Other,chicago,area_5,17,1730,64.7,60.34,05/01/2018,05/31/2018
Other,chicago,area_3,12,1210,70.22,68.49,01/01/2019,01/31/2019
Other,chicago,area_2,4,420,53.34,54.18,08/01/2019,08/31/2019
Other,chicago,area_3,19,1920,63.92,69.78,03/01/2020,03/31/2020
Other,chicago,area_4,,,49.12,44.56,02/01/2019,02/28/2019
Other,chicago,NORTH,,,67.43,69.17,07/29/2018,08/04/2018
Other,chicago,area_1,8,810,61.64,66.43,06/01/2019,06/30/2019
Other,chicago,area_5,25,2540,57.1,55,02/01/2019,02/28/2019
Other,chicago,area_5,16,1610,78.34,82.5,02/01/2019,02/28/2019
Other,chicago,NORTH,,,68.23,63.3,12/31/2017,01/06/2018
Other,chicago,SOUTH,,,61.39,52.84,12/09/2018,12/15/2018
Other,chicago,area_1,2,220,63.62,53.69,05/01/2019,05/31/2019
Other,chicago,area_4,11,1110,42.66,41.13,03/01/2021,03/31/2021
Other,chicago,area_1,9,920,52.84,64.51,09/01/2019,09/30/2019
Other,chicago,area_4,11,1130,57.88,53.43,06/01/2018,06/30/2018
Other,chicago,area_2,6,620,52.72,57.08,02/01/2018,02/28/2018
Other,chicago,area_3,,,56.03,70.08,08/01/2020,08/31/2020
Other,chicago,area_5,16,,63.62,81.65,10/01/2020,10/31/2020
Other,chicago,area_5,17,,66.15,79.77,05/01/2020,05/31/2020
Other,chicago,area_3,24,2430,64.01,70.3,12/01/2018,12/31/2018
Other,chicago,area_2,22,,58.53,66.52,03/01/2020,03/31/2020
Other,chicago,area_1,2,220,59.36,53.7,11/01/2018,11/30/2018
Other,chicago,area_5,14,1430,66.45,61.58,02/01/2019,02/28/2019
Other,chicago,area_5,14,1410,67.06,61.6,12/01/2017,12/31/2017
Other,chicago,area_5,14,1410,64.32,63.17,11/01/2017,11/30/2017
Other,chicago,area_2,22,2210,69.32,61.41,04/01/2018,04/30/2018
Other,chicago,area_2,,,53.15,51.89,01/01/2019,01/31/2019
Other,chicago,area_2,5,530,49.57,46.8,01/01/2019,01/31/2019
Other,chicago,area_1,9,920,55.44,67.94,10/01/2019,10/31/2019
Other,chicago,area_1,8,810,57.86,69.26,01/01/2020,01/31/2020
Other,chicago,area_2,5,530,54.47,61.43,03/01/2020,03/31/2020
Other,chicago,area_1,8,,59.23,63.32,12/01/2018,12/31/2018
Other,chicago,NORTH,,,65.47,59.67,06/17/2018,06/23/2018
Other,chicago,area_2,4,,51.48,56.92,12/01/2020,12/31/2020
Other,chicago,area_5,14,,64.91,70.03,05/01/2020,05/31/2020
Other,chicago,area_5,14,1410,67.53,61.68,01/01/2018,01/31/2018
Other,chicago,area_3,12,1220,54.94,59.27,12/01/2019,12/31/2019
Other,chicago,area_1,9,910,55.87,74.94,07/01/2020,07/31/2020
Other,chicago,area_5,25,2540,54.35,63.06,09/01/2019,09/30/2019
